fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,alcohol,quality
7.07,0.37,0.01,0.9,0.012,10.2,7
7.39,0.411,0.12,2.8,0.115,9.0,4
9.94,0.449,0.35,4.3,0.046,10.0,8
9.2,0.53,0.11,1.9,0.118,10.9,5
6.27,0.611,0.0,0.9,0.129,9.9,5
7.51,0.483,0.0,4.6,0.093,9.4,4
6.38,0.517,0.0,0.9,0.094,10.2,5
9.79,0.522,0.53,1.0,0.122,11.9,6
7.69,0.527,0.05,0.9,0.147,8.4,4
8.56,0.396,0.0,1.2,0.065,10.1,6
9.54,0.253,0.3,2.0,0.038,9.9,7
8.52,0.566,0.29,5.0,0.061,10.9,5
7.23,0.655,0.18,3.5,0.012,8.4,5
10.07,0.564,0.52,3.8,0.082,9.9,6
11.3,0.449,0.25,0.9,0.124,10.9,6
4.6,0.286,0.25,1.1,0.102,10.2,4
10.2,0.644,0.1,0.9,0.126,11.9,4
5.4,0.455,0.46,1.6,0.071,10.5,6
4.83,0.632,0.04,0.9,0.145,9.8,4
9.1,0.167,0.0,0.9,0.167,9.6,5
7.37,0.405,0.45,2.8,0.059,12.6,9
9.7,0.679,0.57,4.7,0.158,9.2,5
9.28,0.471,0.33,1.1,0.031,10.0,6
5.6,0.735,0.32,15.5,0.104,11.6,7
7.39,0.583,0.32,1.7,0.062,10.1,6
6.32,0.331,0.0,9.6,0.111,8.4,6
5.55,0.474,0.16,3.2,0.131,10.6,5
7.78,0.38,0.49,2.0,0.136,8.5,5
9.79,0.767,0.5,2.7,0.099,9.6,7
8.82,0.658,0.0,0.9,0.182,10.6,4
7.0,0.522,0.18,0.9,0.114,8.8,5
9.66,0.403,0.36,4.4,0.012,10.1,7
9.14,0.42,0.4,3.6,0.124,9.3,4
7.52,0.444,0.29,7.4,0.072,11.1,5
11.05,0.441,0.4,11.1,0.106,10.7,6
10.41,0.556,0.33,6.0,0.026,9.6,6
9.57,0.426,0.27,1.4,0.053,11.8,6
9.61,0.549,0.24,3.1,0.095,10.9,6
7.27,0.517,0.1,6.9,0.095,9.8,3
9.83,0.582,0.41,2.8,0.066,8.6,6
9.89,0.486,0.06,1.8,0.095,11.2,6
9.04,0.603,0.38,7.0,0.088,10.4,6
8.28,0.522,0.43,15.5,0.103,9.6,6
4.6,0.702,0.08,1.4,0.086,10.5,5
10.71,0.734,0.27,1.0,0.012,9.8,5
11.46,0.555,0.1,1.2,0.171,11.5,5
6.34,0.862,0.0,7.2,0.083,9.6,4
8.8,0.468,0.31,4.8,0.118,11.5,6
11.32,0.403,0.2,1.7,0.02,10.3,7
9.87,0.37,0.49,1.5,0.055,12.8,7
10.62,0.653,0.38,0.9,0.084,12.5,5
11.04,0.569,0.27,4.8,0.148,8.4,5
11.2,0.891,0.0,2.1,0.08,10.6,6
8.64,0.475,0.18,5.4,0.083,10.2,5
8.94,0.468,0.26,1.6,0.042,12.3,9
7.02,0.5,0.15,15.5,0.085,9.5,6
6.19,0.799,0.0,0.9,0.093,9.9,4
11.53,0.632,0.02,0.9,0.095,10.6,4
7.13,0.405,0.59,0.9,0.119,10.5,5
8.81,0.835,0.31,5.2,0.054,10.3,6
8.92,0.752,0.28,2.9,0.121,9.8,5
4.6,0.399,0.43,0.9,0.058,9.4,6
6.74,0.89,0.19,0.9,0.082,9.9,3
10.49,0.716,0.22,8.6,0.072,13.6,6
6.79,0.505,0.43,1.4,0.072,9.5,6
7.2,0.265,0.32,1.2,0.082,12.2,7
9.26,0.589,0.46,4.8,0.024,10.4,6
8.01,0.467,0.24,15.5,0.136,9.9,4
13.48,0.774,0.46,0.9,0.053,10.2,7
6.79,0.351,0.75,0.9,0.141,11.0,5
7.38,0.66,0.07,2.4,0.102,8.6,5
8.55,0.823,0.06,15.5,0.081,12.9,7
8.9,0.387,0.09,2.6,0.168,9.7,5
8.32,0.177,0.0,0.9,0.099,12.0,6
10.3,0.457,0.33,0.9,0.117,12.0,4
8.31,0.536,0.27,3.4,0.012,10.1,6
4.6,0.476,0.43,0.9,0.145,9.3,5
9.43,0.569,0.73,1.3,0.1,9.2,5
6.77,0.893,0.5,0.9,0.147,11.4,3
13.34,0.551,0.05,4.0,0.061,9.4,6
9.79,0.382,0.0,5.6,0.056,11.1,7
8.51,0.623,0.21,15.5,0.107,10.2,6
8.32,0.607,0.21,2.0,0.151,12.1,6
7.22,0.489,0.61,3.8,0.102,12.2,7
11.76,0.419,0.2,5.6,0.115,8.4,5
7.72,0.601,0.26,1.2,0.091,9.5,5
6.46,0.632,0.33,15.5,0.061,10.1,7
9.03,0.545,0.39,3.0,0.088,11.6,7
5.8,0.201,0.0,8.4,0.025,11.4,8
8.12,0.378,0.38,13.8,0.059,10.7,7
7.03,0.642,0.19,6.5,0.032,8.4,7
5.99,0.367,0.06,2.0,0.057,11.0,5
9.55,0.284,0.0,15.5,0.126,9.4,6
7.13,0.512,0.0,2.0,0.029,11.2,5
8.01,0.525,0.31,3.9,0.094,8.4,6
9.87,0.523,0.69,15.5,0.117,8.4,7
7.66,0.266,0.45,2.5,0.101,10.7,7
9.93,0.155,0.47,15.4,0.128,11.2,7
7.93,0.478,0.39,13.5,0.067,9.3,7
5.39,0.475,0.72,15.5,0.072,10.4,8
7.86,0.489,0.04,2.9,0.155,10.7,7
8.31,0.815,0.06,8.0,0.143,11.3,4
6.97,0.503,0.5,1.1,0.13,11.5,6
9.05,0.674,0.2,2.6,0.055,13.6,6
9.67,0.488,0.56,3.2,0.105,11.7,7
6.33,0.545,0.24,9.9,0.015,11.0,8
8.8,0.219,0.19,11.5,0.028,10.1,7
10.74,0.307,0.36,2.7,0.069,11.9,6
7.14,0.919,0.28,4.6,0.14,10.0,5
7.05,0.471,0.07,3.9,0.012,8.4,5
7.72,0.498,0.21,4.4,0.059,10.9,7
8.43,0.617,0.21,0.9,0.088,10.7,5
6.72,0.435,0.47,0.9,0.073,11.1,7
10.3,0.335,0.22,0.9,0.088,10.9,6
7.82,0.323,0.0,0.9,0.047,10.3,5
8.23,0.609,0.14,0.9,0.054,9.3,5
9.14,0.647,0.3,0.9,0.027,10.5,6
5.9,0.546,0.24,2.2,0.024,10.2,4
7.83,0.12,0.17,1.9,0.156,10.7,4
4.64,0.29,0.53,1.0,0.012,11.1,6
6.28,0.551,0.11,1.6,0.097,11.3,5
4.6,0.521,0.21,1.2,0.092,11.2,6
6.28,0.338,0.17,15.0,0.129,10.5,6
6.05,0.669,0.55,8.6,0.063,10.8,6
9.11,0.426,0.0,0.9,0.124,10.4,5
8.48,0.494,0.32,0.9,0.039,10.1,6
7.84,0.428,0.06,10.3,0.092,9.9,6
5.36,0.555,0.38,4.2,0.057,10.2,6
6.37,0.791,0.0,0.9,0.046,9.6,5
6.82,0.195,0.46,4.4,0.093,10.4,7
9.19,0.12,0.51,15.5,0.139,9.5,6
9.08,0.558,0.23,0.9,0.02,10.5,7
6.4,0.385,0.02,0.9,0.04,12.3,6
9.85,0.568,0.29,3.7,0.107,11.4,5
8.66,0.556,0.21,15.5,0.084,11.4,6
9.3,0.942,0.21,1.1,0.032,11.5,4
8.17,0.605,0.0,1.4,0.121,10.6,4
8.8,0.618,0.14,1.7,0.072,10.7,5
7.44,0.402,0.25,4.6,0.059,9.8,7
9.29,0.324,0.27,4.1,0.038,11.0,7
8.71,0.814,0.12,0.9,0.048,9.1,4
8.86,0.678,0.2,2.8,0.031,9.9,5
8.64,0.822,0.54,3.4,0.131,10.1,5
8.78,0.641,0.23,1.1,0.098,11.2,5
6.87,0.238,0.45,5.2,0.083,9.8,7
6.99,0.784,0.09,2.1,0.061,12.6,5
8.33,0.897,0.3,15.5,0.051,11.1,6
6.79,0.399,0.41,15.5,0.237,10.4,5
5.73,0.403,0.3,5.5,0.136,9.3,4
7.99,0.455,0.0,15.5,0.049,10.0,6
6.04,0.552,0.16,0.9,0.026,11.0,6
8.63,0.462,0.23,1.4,0.073,12.7,7
6.43,0.872,0.42,0.9,0.156,9.3,5
7.69,0.321,0.0,0.9,0.029,10.0,7
9.64,0.514,0.37,2.4,0.217,11.1,6
9.63,0.391,0.32,1.0,0.132,9.1,6
8.48,0.611,0.05,14.3,0.064,11.7,6
10.12,0.92,0.45,11.6,0.08,10.0,7
10.74,0.388,0.31,0.9,0.096,11.6,6
10.61,0.449,0.02,0.9,0.082,10.7,7
7.61,0.385,0.16,0.9,0.104,11.0,6
6.39,0.763,0.31,2.2,0.134,11.8,6
8.06,0.848,0.25,2.1,0.073,8.9,4
8.81,0.81,0.14,4.4,0.126,10.9,6
11.32,0.491,0.36,1.1,0.021,10.8,6
10.68,0.508,0.39,1.6,0.078,10.2,6
6.92,0.535,0.12,1.5,0.05,10.8,7
9.47,0.742,0.54,1.7,0.025,11.7,8
4.6,0.36,0.0,4.6,0.087,10.3,5
10.29,0.623,0.03,0.9,0.149,11.8,6
7.7,0.587,0.23,12.8,0.065,9.6,4
5.71,0.83,0.06,4.9,0.075,11.2,5
10.27,0.181,0.36,9.4,0.134,10.2,8
7.55,0.414,0.34,0.9,0.095,8.9,5
9.11,0.58,0.28,1.2,0.046,10.6,7
10.93,0.46,0.34,1.6,0.051,12.2,5
9.52,0.641,0.22,15.5,0.066,11.1,6
9.8,0.463,0.46,15.5,0.012,10.9,9
10.82,0.406,0.41,0.9,0.153,13.1,7
10.43,0.505,0.19,1.4,0.103,9.8,4
9.89,0.12,0.08,0.9,0.049,11.6,7
5.19,0.443,0.3,2.2,0.112,9.5,6
11.51,0.419,0.19,1.0,0.097,10.0,6
8.14,0.548,0.47,1.3,0.104,11.0,5
8.49,0.487,0.18,2.6,0.128,12.2,6
7.67,0.771,0.2,7.0,0.106,11.6,6
5.65,0.788,0.47,0.9,0.115,10.0,5
10.13,0.732,0.35,1.8,0.012,9.5,6
9.61,0.409,0.0,15.5,0.111,10.0,6
6.89,0.825,0.51,1.9,0.012,8.7,5
9.18,0.198,0.07,1.3,0.122,10.4,7
7.17,0.322,0.33,10.8,0.099,10.9,7
8.94,0.487,0.52,1.2,0.1,10.8,7
8.22,0.736,0.35,1.3,0.107,10.4,4
4.6,0.648,0.23,1.2,0.06,11.7,4
10.67,0.628,0.53,15.0,0.142,12.0,7
11.09,0.343,0.32,2.8,0.098,10.3,8
4.6,0.464,0.39,2.3,0.135,9.6,5
7.85,0.185,0.33,0.9,0.097,10.9,7
7.3,0.414,0.58,4.5,0.077,9.8,5
10.89,0.559,0.15,14.4,0.021,11.4,9
10.72,0.157,0.31,0.9,0.032,10.3,6
8.35,0.671,0.52,1.7,0.114,10.4,4
8.14,0.737,0.29,0.9,0.116,12.1,7
9.52,0.45,0.0,0.9,0.115,10.7,5
8.16,0.488,0.11,0.9,0.133,9.3,3
7.55,0.432,0.24,1.4,0.11,9.3,5
9.93,0.663,0.0,3.1,0.087,12.1,6
10.72,0.559,0.37,5.1,0.136,9.7,4
7.34,0.12,0.56,4.5,0.093,8.9,6
11.28,0.569,0.72,0.9,0.062,12.2,9
8.97,0.568,0.56,3.5,0.103,11.6,6
9.81,0.439,0.38,15.5,0.127,11.0,6
8.96,0.435,0.08,2.0,0.093,10.7,5
8.06,0.525,0.19,9.9,0.14,12.2,6
7.05,0.422,0.35,0.9,0.035,11.7,8
12.1,0.61,0.0,2.0,0.162,11.5,5
5.28,0.367,0.23,0.9,0.069,10.2,6
7.76,0.317,0.12,1.4,0.057,8.4,4
7.86,0.447,0.0,0.9,0.08,11.8,5
6.61,0.748,0.18,3.1,0.079,9.7,5
7.86,0.287,0.2,0.9,0.074,10.4,6
4.6,0.303,0.12,2.5,0.076,10.1,6
8.21,0.74,0.2,1.2,0.029,10.6,6
9.62,0.244,0.39,2.6,0.072,9.6,7
8.44,0.566,0.2,6.8,0.113,8.4,5
4.6,0.621,0.41,0.9,0.108,9.1,5
8.69,0.451,0.35,2.2,0.084,12.0,8
10.7,0.766,0.0,12.7,0.166,9.7,5
8.7,0.254,0.52,3.9,0.063,11.2,7
9.62,0.488,0.0,0.9,0.125,11.1,6
7.88,0.894,0.12,4.2,0.039,9.6,4
10.23,0.605,0.08,5.7,0.094,11.7,5
9.92,0.735,0.0,6.2,0.012,10.3,5
9.02,0.397,0.17,5.3,0.058,10.4,7
10.06,0.486,0.37,1.4,0.079,11.0,5
8.48,0.414,0.34,2.6,0.099,10.1,7
11.66,0.37,0.48,13.4,0.116,9.1,7
7.32,0.422,0.81,3.8,0.079,9.5,6
9.13,0.726,0.26,1.4,0.136,9.7,4
9.02,0.678,0.26,3.2,0.041,11.9,6
8.29,0.749,0.29,10.1,0.134,10.0,5
7.99,0.714,0.29,1.3,0.211,10.3,5
11.14,0.455,0.38,1.5,0.095,11.1,7
6.39,0.574,0.21,4.7,0.107,11.8,4
9.0,0.738,0.05,0.9,0.059,9.7,4
9.57,0.708,0.08,0.9,0.084,10.2,4
10.66,0.647,0.25,0.9,0.079,10.0,6
10.29,0.339,0.28,3.8,0.133,12.0,7
9.02,0.553,0.37,3.3,0.115,9.9,7
6.29,0.53,0.67,15.4,0.084,11.3,7
7.38,0.379,0.0,1.0,0.184,9.6,4
7.35,0.365,0.33,3.4,0.144,10.1,6
5.34,0.629,0.1,0.9,0.152,11.3,3
9.6,0.677,0.21,0.9,0.159,11.1,5
5.26,0.682,0.46,0.9,0.15,9.1,4
5.71,0.477,0.37,1.4,0.045,10.6,7
8.39,0.563,0.13,11.3,0.17,9.9,3
5.33,0.712,0.26,0.9,0.082,8.4,3
5.06,0.272,0.14,4.1,0.097,12.1,7
13.48,0.737,0.21,0.9,0.116,9.3,4
8.66,0.441,0.49,3.6,0.152,10.2,4
6.73,0.233,0.23,4.2,0.044,8.4,6
8.63,0.609,0.03,8.5,0.157,9.2,4
7.05,0.518,0.07,6.2,0.06,11.0,4
6.22,0.129,0.15,4.7,0.109,11.2,7
11.05,0.394,0.23,5.2,0.012,11.6,8
7.54,0.683,0.43,15.5,0.063,9.9,5
5.76,0.466,0.25,0.9,0.165,11.6,5
7.67,0.655,0.0,1.9,0.166,11.7,4
6.87,0.596,0.32,4.0,0.018,12.9,8
10.43,0.416,0.43,2.0,0.061,9.8,6
10.21,0.895,0.14,7.7,0.061,9.7,4
8.06,0.669,0.32,12.1,0.017,11.8,7
7.79,0.454,0.38,0.9,0.123,10.7,6
10.1,1.031,0.18,12.4,0.133,11.6,5
8.91,0.378,0.13,3.1,0.032,10.9,6
7.55,0.507,0.28,1.0,0.104,10.8,6
4.8,0.306,0.13,12.0,0.012,9.3,7
8.79,0.968,0.08,4.7,0.085,9.1,5
7.22,0.537,0.19,0.9,0.085,9.2,4
9.6,0.612,0.22,0.9,0.118,11.2,4
7.68,0.705,0.29,2.4,0.063,12.4,7
9.18,0.422,0.51,2.1,0.107,11.1,6
10.28,0.244,0.2,15.5,0.082,8.4,7
4.95,0.639,0.02,7.9,0.09,10.5,4
8.01,0.661,0.16,9.2,0.087,9.1,6
6.57,0.539,0.39,5.2,0.133,8.4,6
8.78,0.459,0.6,11.3,0.068,10.0,6
9.69,0.465,0.28,5.9,0.124,9.3,6
8.48,0.355,0.19,1.0,0.012,12.2,8
6.56,0.588,0.47,1.7,0.148,10.9,6
8.44,0.676,0.46,1.7,0.091,9.9,5
10.87,0.251,0.12,2.0,0.104,10.6,7
10.45,0.545,0.41,1.1,0.071,11.2,6
8.41,0.143,0.13,2.5,0.077,9.6,6
7.78,0.559,0.65,2.7,0.09,8.4,6
7.17,0.679,0.06,1.0,0.124,9.1,3
9.78,0.333,0.41,0.9,0.012,10.6,7
6.64,0.535,0.1,15.5,0.069,10.0,6
9.72,0.673,0.12,0.9,0.076,10.5,5
7.31,0.953,0.4,1.5,0.109,9.3,3
9.46,0.571,0.1,15.5,0.141,11.5,6
9.49,0.549,0.06,4.1,0.068,9.5,6
7.37,0.835,0.07,4.4,0.021,9.4,7
10.06,0.632,0.23,3.2,0.062,11.0,7
10.64,0.621,0.36,1.5,0.069,9.8,6
8.3,0.73,0.0,4.5,0.053,11.2,6
8.92,0.401,0.36,1.7,0.032,10.1,8
12.32,0.527,0.12,2.2,0.062,11.4,7
7.18,0.758,0.44,5.3,0.012,11.4,7
6.22,0.377,0.32,3.0,0.012,11.2,6
8.47,1.078,0.14,15.5,0.094,9.7,6
7.66,0.568,0.35,1.3,0.012,12.2,7
6.51,0.456,0.27,2.3,0.106,10.6,5
5.81,0.601,0.35,4.7,0.079,10.2,5
7.98,0.622,0.66,2.9,0.04,13.0,7
11.02,0.75,0.54,1.2,0.09,12.7,7
8.48,0.434,0.56,1.4,0.176,8.5,4
8.78,0.476,0.0,1.7,0.16,10.5,6
8.81,0.566,0.18,2.6,0.074,11.3,7
8.4,0.162,0.34,15.5,0.047,10.0,6
8.58,0.424,0.16,2.0,0.085,10.7,6
6.55,0.479,0.41,5.2,0.097,10.5,7
8.68,0.697,0.32,9.1,0.149,12.4,6
8.76,0.533,0.0,3.3,0.07,11.6,6
5.78,0.625,0.09,6.4,0.112,9.5,4
8.78,0.493,0.39,1.5,0.17,11.7,4
6.99,0.446,0.26,2.5,0.058,11.7,6
5.84,0.58,0.27,1.2,0.072,10.8,5
10.69,0.473,0.21,0.9,0.112,10.9,6
7.02,0.582,0.0,2.5,0.032,10.3,7
6.25,0.55,0.03,0.9,0.081,8.5,5
8.11,0.943,0.15,7.5,0.043,8.9,5
7.0,0.593,0.24,5.6,0.105,9.9,5
10.16,0.675,0.03,1.3,0.055,12.8,6
9.87,0.778,0.5,1.9,0.074,10.5,5
8.59,0.723,0.22,5.2,0.029,11.1,5
7.46,0.471,0.0,0.9,0.07,10.8,6
9.17,0.753,0.28,12.9,0.096,10.8,7
5.89,0.539,0.22,2.8,0.118,9.1,5
8.99,0.813,0.26,4.7,0.141,11.4,5
10.49,0.554,0.02,7.3,0.039,12.3,6
6.45,0.314,0.19,8.4,0.082,10.2,6
7.86,0.169,0.14,2.3,0.127,10.3,5
9.46,0.473,0.62,0.9,0.065,10.7,6
7.34,0.672,0.36,1.8,0.077,9.5,7
9.58,0.664,0.38,0.9,0.119,11.5,7
10.01,0.784,0.17,12.1,0.035,11.0,6
4.62,0.508,0.4,1.4,0.14,10.3,4
7.8,1.008,0.44,6.2,0.059,10.7,6
9.67,0.707,0.26,0.9,0.058,11.1,6
8.98,0.602,0.16,13.3,0.139,10.5,6
9.93,0.608,0.04,1.2,0.077,12.1,5
9.5,0.44,0.65,2.1,0.144,10.2,6
9.58,0.572,0.55,0.9,0.125,10.4,5
8.0,0.39,0.04,1.9,0.087,12.7,7
11.24,0.546,0.0,0.9,0.094,8.8,5
8.95,0.411,0.0,1.7,0.168,9.5,4
9.75,0.932,0.0,5.1,0.041,11.1,4
7.23,0.636,0.22,3.2,0.152,8.5,3
8.46,0.753,0.34,2.0,0.081,9.8,4
7.23,0.413,0.76,4.3,0.175,12.5,5
6.46,0.309,0.39,1.5,0.075,10.3,5
7.2,0.366,0.35,4.5,0.112,11.3,8
11.22,0.344,0.0,1.7,0.04,11.0,6
7.7,0.801,0.34,5.8,0.176,9.5,3
4.6,0.435,0.22,12.8,0.126,10.0,5
8.14,0.655,0.21,1.8,0.143,11.1,5
8.26,0.444,0.0,3.0,0.148,10.7,3
6.42,0.618,0.27,1.3,0.073,10.6,5
6.46,0.801,0.72,3.1,0.025,10.5,6
4.62,0.439,0.13,6.6,0.105,9.9,6
10.78,0.12,0.16,15.5,0.099,11.0,7
8.16,0.663,0.54,5.8,0.051,12.4,8
7.54,0.606,0.37,1.2,0.012,11.9,8
11.15,0.349,0.38,2.4,0.127,9.2,5
6.95,0.52,0.0,4.0,0.04,11.6,6
8.49,0.552,0.22,1.3,0.1,10.0,5
7.41,0.463,0.2,1.9,0.196,10.6,5
9.3,0.75,0.51,0.9,0.07,11.5,7
7.05,0.944,0.15,1.8,0.012,10.5,5
4.6,0.548,0.53,1.3,0.118,8.6,5
7.02,0.371,0.18,15.5,0.033,10.9,6
11.9,0.775,0.41,2.1,0.065,10.6,8
8.8,0.123,0.19,2.4,0.107,8.7,6
9.79,0.687,0.49,4.3,0.044,8.9,5
6.12,0.185,0.16,0.9,0.081,11.1,6
9.99,0.766,0.24,1.5,0.023,9.2,5
7.24,0.592,0.2,1.4,0.097,12.1,6
8.86,0.644,0.23,0.9,0.102,10.1,5
9.39,0.793,0.54,0.9,0.04,10.2,7
6.69,0.756,0.36,0.9,0.012,11.5,7
7.1,0.31,0.3,0.9,0.121,11.4,5
6.51,0.478,0.2,5.9,0.103,13.6,7
5.09,0.485,0.07,0.9,0.117,9.6,3
8.83,0.133,0.31,1.6,0.133,10.6,8
7.58,0.369,0.24,15.5,0.1,9.7,6
7.92,0.358,0.34,0.9,0.101,10.9,5
9.83,0.317,0.26,11.0,0.084,10.6,6
9.86,0.789,0.18,2.8,0.115,9.8,4
8.4,0.679,0.23,0.9,0.102,11.0,5
8.17,0.85,0.59,1.7,0.032,10.0,7
5.57,0.285,0.12,0.9,0.12,9.4,4
9.21,0.312,0.6,0.9,0.107,8.7,6
10.0,0.528,0.44,7.6,0.074,9.4,6
7.92,0.61,0.35,3.2,0.092,13.0,7
8.92,0.514,0.23,2.1,0.091,11.5,6
9.83,0.865,0.24,15.5,0.038,11.6,6
7.2,0.52,0.0,2.9,0.031,10.9,6
9.32,0.712,0.16,2.0,0.051,10.3,5
6.03,0.553,0.47,1.3,0.06,10.8,6
6.87,0.456,0.16,5.1,0.121,9.6,5
10.7,0.317,0.27,3.4,0.044,11.3,7
7.8,0.435,0.24,2.0,0.132,10.1,6
8.54,0.545,0.24,0.9,0.182,10.5,5
10.84,0.669,0.03,3.7,0.136,9.6,5
7.35,0.422,0.33,3.4,0.134,9.1,6
11.44,0.365,0.2,0.9,0.179,12.0,3
8.77,0.922,0.04,8.2,0.163,12.3,4
4.9,0.752,0.01,0.9,0.089,8.8,4
9.54,0.537,0.47,15.5,0.155,10.5,6
7.92,0.522,0.5,5.2,0.099,9.5,5
5.28,0.633,0.18,1.9,0.079,11.1,6
7.87,0.349,0.05,0.9,0.16,11.2,4
5.28,0.251,0.46,1.7,0.076,11.2,6
6.49,0.693,0.45,0.9,0.085,11.4,6
7.61,0.868,0.35,0.9,0.077,9.1,5
6.72,0.627,0.31,1.3,0.038,9.1,6
9.4,0.906,0.06,2.7,0.066,9.9,4
8.42,0.748,0.31,1.5,0.108,9.7,6
8.99,0.927,0.0,15.5,0.08,12.2,7
9.23,0.397,0.25,0.9,0.088,11.0,6
6.52,0.12,0.5,7.8,0.012,10.3,7
5.33,0.205,0.6,14.5,0.071,12.7,7
8.65,0.489,0.41,6.5,0.192,12.2,6
8.81,0.42,0.21,2.0,0.148,10.1,6
7.56,0.591,0.32,2.5,0.072,9.6,6
8.42,0.694,0.23,1.6,0.069,10.7,5
7.94,0.855,0.47,15.5,0.032,10.2,6
8.13,0.495,0.39,1.6,0.159,10.2,4
9.59,0.539,0.06,2.6,0.124,11.3,5
8.64,0.713,0.12,1.6,0.05,10.3,4
5.41,0.425,0.44,0.9,0.026,10.3,5
8.85,0.696,0.11,3.0,0.038,10.4,5
9.39,0.372,0.0,0.9,0.073,11.2,5
7.76,0.382,0.2,0.9,0.059,10.4,6
11.39,0.332,0.46,8.9,0.106,8.8,6
8.42,0.716,0.14,1.7,0.031,9.8,6
5.48,0.704,0.44,7.9,0.026,11.7,7
8.04,0.535,0.0,0.9,0.019,9.5,5
5.98,0.62,0.15,9.0,0.043,11.1,6
8.74,0.36,0.14,2.3,0.075,11.9,7
9.33,0.835,0.42,0.9,0.055,10.5,6
8.82,0.642,0.06,1.6,0.122,10.8,6
7.29,0.409,0.51,1.3,0.115,12.4,6
8.9,0.518,0.52,4.8,0.104,11.2,6
9.65,0.735,0.71,15.5,0.093,11.5,8
7.07,0.574,0.06,0.9,0.03,9.7,7
9.19,0.6,0.13,0.9,0.106,9.4,4
7.25,0.571,0.68,15.5,0.145,12.5,6
9.28,0.455,0.64,6.9,0.09,9.8,7
7.94,0.569,0.39,7.0,0.101,10.5,6
9.58,0.702,0.37,0.9,0.043,10.4,6
5.31,0.803,0.29,10.5,0.052,9.8,5
7.62,0.559,0.61,1.9,0.245,10.9,3
10.95,0.512,0.14,2.7,0.04,9.8,6
8.55,0.319,0.39,1.7,0.177,9.2,4
6.35,0.829,0.28,0.9,0.134,10.7,4
6.51,0.307,0.2,3.4,0.053,10.6,6
8.09,0.436,0.07,11.9,0.077,9.6,5
9.9,0.528,0.1,2.3,0.012,9.5,7
10.11,0.305,0.05,3.4,0.045,9.3,6
6.94,0.649,0.32,7.7,0.044,10.5,6
9.35,0.531,0.12,6.0,0.039,10.9,6
10.56,0.515,0.19,15.5,0.137,11.2,6
7.23,0.407,0.43,0.9,0.151,10.0,4
7.43,0.568,0.22,1.8,0.105,10.6,6
7.42,0.52,0.25,2.4,0.051,10.1,7
11.4,0.538,0.21,0.9,0.094,9.4,7
6.65,0.659,0.42,5.7,0.047,11.4,6
8.38,0.559,0.69,5.0,0.096,12.6,7
8.75,0.324,0.25,15.5,0.163,10.6,6
7.76,0.428,0.0,1.5,0.075,12.2,6
8.79,0.727,0.0,2.7,0.14,11.6,5
8.66,0.75,0.45,0.9,0.083,10.5,4
9.32,0.57,0.53,4.0,0.142,9.8,6
9.17,0.514,0.37,9.9,0.04,11.3,6
10.87,0.527,0.23,0.9,0.017,10.6,6
6.74,0.58,0.56,2.6,0.149,12.1,6
7.22,0.452,0.14,1.3,0.079,9.0,3
6.2,0.538,0.43,2.0,0.048,10.3,5
8.05,0.353,0.0,2.4,0.159,8.4,6
9.42,0.515,0.46,5.2,0.077,8.6,5
8.14,0.584,0.0,1.1,0.185,10.9,5
10.58,0.269,0.0,1.7,0.012,10.3,7
6.35,0.446,0.29,1.8,0.078,10.5,6
10.15,0.403,0.41,1.3,0.052,13.4,9
8.56,0.358,0.0,15.5,0.155,9.1,6
9.95,0.45,0.08,15.5,0.1,10.5,7
7.67,0.135,0.32,9.8,0.109,10.6,6
8.19,0.481,0.31,11.2,0.042,10.3,8
4.6,0.855,0.2,2.0,0.114,8.9,4
8.66,0.805,0.4,15.5,0.08,11.1,6
8.48,0.79,0.15,3.4,0.072,9.9,5
6.86,0.537,0.42,3.4,0.089,11.6,5
4.6,0.988,0.13,1.3,0.012,11.1,5
7.8,0.561,0.08,1.4,0.021,9.0,5
6.98,0.491,0.26,1.3,0.082,11.8,7
10.07,0.425,0.43,0.9,0.107,11.3,6
7.73,0.345,0.0,2.2,0.012,9.3,7
8.92,0.457,0.47,2.5,0.145,10.2,6
7.03,0.542,0.21,1.0,0.079,9.7,7
6.68,0.602,0.0,0.9,0.012,9.9,6
10.37,0.511,0.18,2.0,0.144,10.6,5
7.92,0.461,0.22,3.0,0.128,11.0,5
7.24,0.708,0.05,0.9,0.095,9.6,4
11.62,0.789,0.62,0.9,0.052,11.4,6
5.23,0.475,0.27,1.9,0.196,10.9,4
10.16,0.308,0.07,2.3,0.075,11.4,6
9.78,0.854,0.0,15.5,0.1,9.7,4
6.62,0.349,0.53,0.9,0.058,9.2,6
9.22,0.713,0.28,1.7,0.051,11.4,6
9.9,0.534,0.16,0.9,0.112,11.6,5
6.88,0.7,0.3,1.7,0.012,11.4,7
4.6,0.644,0.1,4.4,0.097,10.7,5
9.12,0.369,0.59,5.1,0.012,8.9,8
5.28,0.608,0.39,0.9,0.049,8.9,5
9.4,0.386,0.49,2.0,0.087,10.0,7
8.51,0.405,0.15,5.8,0.065,11.0,7
8.81,0.38,0.13,0.9,0.092,9.0,5
5.56,0.488,0.38,0.9,0.06,9.6,5
7.89,0.658,0.33,0.9,0.012,9.9,5
7.96,0.465,0.36,0.9,0.115,9.7,5
8.91,0.731,0.32,2.0,0.122,11.2,5
7.42,0.81,0.12,0.9,0.012,9.9,5
